Product ID,Product Name,Category,Unit Price,Available Stock,Expiry Date
GRBE103,Beans,Groceries,12.85,15,2024-08-28
HESO166,Soap,Health & Beauty,14.46,391,2024-05-10
CLBL173,Bleach,Cleaning,8.15,111,-
DAMI99,Milk,Dairy,11.38,91,-
DACH107,Cheese,Dairy,6.99,311,-
CLDI148,Disinfectant,Cleaning,7.08,121,-
CLDI149,Disinfectant,Cleaning,1.56,203,2024-11-23
DAMI100,Milk,Dairy,12.6,147,2024-11-26
CLDE167,Detergent,Cleaning,9.94,178,2024-06-25
DAYO115,Yogurt,Dairy,17.27,318,2024-06-17
GRPA125,Pasta,Groceries,7.11,237,-
HESH155,Shampoo,Health & Beauty,17.98,325,-
GRBE104,Beans,Groceries,7.57,57,2024-07-12
GRRI128,Rice,Groceries,17.81,277,2024-05-12
DABU112,Butter,Dairy,10.91,130,-
GRRI129,Rice,Groceries,5.66,473,2024-03-08
DAYO116,Yogurt,Dairy,18.77,36,2024-04-05
DACH108,Cheese,Dairy,3.63,189,2024-08-07
DABU113,Butter,Dairy,10.21,21,2024-09-23
BESO90,Soda,Beverages,2.16,96,2024-09-18
BECO82,Coffee,Beverages,4.75,324,2024-05-08
GRBR110,Bread,Groceries,17.59,215,2024-03-03
DAEG85,Eggs,Dairy,19.57,78,2024-03-03
HESH156,Shampoo,Health & Beauty,10.26,151,2024-12-11
CLDI150,Disinfectant,Cleaning,17.78,255,-
DAEG86,Eggs,Dairy,17.64,362,2024-11-15
CLDI151,Disinfectant,Cleaning,11.41,303,2024-07-23
HESH157,Shampoo,Health & Beauty,6.86,319,2024-08-25
BEWA80,Water,Beverages,6.01,458,2024-08-26
BEWA81,Water,Beverages,15.14,14,-
HETO168,Toothpaste,Health & Beauty,18.54,166,2024-11-22
DAYO117,Yogurt,Dairy,9.87,92,-
BEWA82,Water,Beverages,3.88,406,2024-12-01
BEJU92,Juice,Beverages,16.98,398,2024-12-01
HETO169,Toothpaste,Health & Beauty,4.36,172,2024-06-15
HESH158,Shampoo,Health & Beauty,19.34,33,-
GRBR111,Bread,Groceries,19.09,491,2024-06-16
HESO167,Soap,Health & Beauty,11.35,277,2024-09-26
DAMI101,Milk,Dairy,12.87,312,2024-09-29
BEJU93,Juice,Beverages,9.51,306,2024-10-02
CLDI152,Disinfectant,Cleaning,17.73,324,2024-03-27
CLBL174,Bleach,Cleaning,16.57,123,2024-08-14
GRPA126,Pasta,Groceries,11.41,179,-
GRRI130,Rice,Groceries,10.38,21,-
HESH159,Shampoo,Health & Beauty,15.26,38,2024-09-19
GRPA127,Pasta,Groceries,12.6,441,2024-08-20
CLDE168,Detergent,Cleaning,4.33,369,-
CLDE169,Detergent,Cleaning,8.5,192,2024-03-23
CLBL175,Bleach,Cleaning,10.96,97,2024-06-13
GRPA128,Pasta,Groceries,16.59,350,2024-07-21
HETO170,Toothpaste,Health & Beauty,12.24,260,-
HESO168,Soap,Health & Beauty,17.91,92,2024-09-15
CLDI153,Disinfectant,Cleaning,3.48,369,2024-06-16
DAMI102,Milk,Dairy,10.11,12,2024-09-14
GRBR112,Bread,Groceries,7.31,13,2024-11-03
GRBE105,Beans,Groceries,6.44,48,-
BETE95,Tea,Beverages,8.58,373,2024-12-13
HESH160,Shampoo,Health & Beauty,7.84,117,2024-07-06
HESO169,Soap,Health & Beauty,11.97,390,2024-10-02
CLDI154,Disinfectant,Cleaning,11.96,215,-
BEJU94,Juice,Beverages,17.41,220,2024-06-09
HETO171,Toothpaste,Health & Beauty,5.88,259,2024-11-01
HESO170,Soap,Health & Beauty,11.62,82,2024-06-02
BEJU95,Juice,Beverages,7.31,226,2024-11-13
GRBR113,Bread,Groceries,17.48,72,2024-10-13
GRBR114,Bread,Groceries,9.42,416,-
BEWA83,Water,Beverages,18.24,498,2024-05-28
GRBE106,Beans,Groceries,19.0,414,-
HESO171,Soap,Health & Beauty,19.04,38,2024-03-20
CLDI155,Disinfectant,Cleaning,2.84,301,2024-10-17
BESO91,Soda,Beverages,16.64,493,2024-11-17
CLDI156,Disinfectant,Cleaning,6.1,460,2024-12-20
DABU114,Butter,Dairy,6.98,205,2024-04-16
BETE96,Tea,Beverages,11.79,398,2024-10-02
HETO172,Toothpaste,Health & Beauty,5.82,113,-
GRPA129,Pasta,Groceries,4.94,434,2024-07-22
GRBR115,Bread,Groceries,3.73,212,2024-12-28
GRBE107,Beans,Groceries,14.58,302,2024-09-28
BEWA84,Water,Beverages,3.23,414,2024-09-02
DAEG87,Eggs,Dairy,8.72,49,-
BECO83,Coffee,Beverages,12.13,421,2024-08-13
DAMI103,Milk,Dairy,14.04,379,-
HESO172,Soap,Health & Beauty,9.93,425,-
DAEG88,Eggs,Dairy,12.9,305,2024-12-07
HESH161,Shampoo,Health & Beauty,14.81,204,2024-05-03
GRRI131,Rice,Groceries,12.08,79,2024-09-21
BETE97,Tea,Beverages,3.04,110,2024-04-22
CLBL176,Bleach,Cleaning,16.96,376,2024-11-10
GRRI132,Rice,Groceries,6.59,403,2024-10-28
HESH162,Shampoo,Health & Beauty,15.61,385,2024-08-04
DAYO118,Yogurt,Dairy,5.57,453,2024-11-07
DACH109,Cheese,Dairy,8.36,291,2024-09-22
HETO173,Toothpaste,Health & Beauty,5.37,176,2024-08-19
GRBE108,Beans,Groceries,13.35,338,2024-11-27
CLBL177,Bleach,Cleaning,6.21,175,2024-06-09
BESO92,Soda,Beverages,1.01,408,2024-04-14
GRBE109,Beans,Groceries,14.82,324,2024-09-15
BEJU96,Juice,Beverages,9.72,269,2024-10-03
GRBE110,Beans,Groceries,11.16,284,2024-11-22
GRBE111,Beans,Groceries,14.35,135,-
CLDE170,Detergent,Cleaning,19.48,497,2024-11-25
GRBR116,Bread,Groceries,9.31,433,2024-08-05
BETE98,Tea,Beverages,17.11,255,2024-09-12
BECO84,Coffee,Beverages,1.77,290,2024-03-17
HESO173,Soap,Health & Beauty,10.89,392,2024-08-25
HETO174,Toothpaste,Health & Beauty,3.83,364,-
GRBR117,Bread,Groceries,11.85,359,2024-12-25
GRBE112,Beans,Groceries,15.89,170,2024-03-13
HESO174,Soap,Health & Beauty,17.84,301,-
BESO93,Soda,Beverages,18.31,303,-
CLDE171,Detergent,Cleaning,16.19,469,2024-08-10
DAMI104,Milk,Dairy,7.34,379,2024-10-11
GRBE113,Beans,Groceries,18.21,469,2024-06-01
GRBE114,Beans,Groceries,18.97,356,2024-11-10
CLDE172,Detergent,Cleaning,17.54,461,2024-07-19
CLDE173,Detergent,Cleaning,8.52,100,2024-08-13
GRRI133,Rice,Groceries,1.7,496,2024-04-24
BEWA85,Water,Beverages,14.54,343,2024-06-05
CLDE174,Detergent,Cleaning,11.39,227,2024-08-03
BETE99,Tea,Beverages,15.45,219,-
BESO94,Soda,Beverages,8.77,447,-
GRBE115,Beans,Groceries,4.82,205,2024-09-16
BESO95,Soda,Beverages,14.62,228,2024-08-13
GRBR118,Bread,Groceries,11.91,156,2024-10-08
BECO85,Coffee,Beverages,15.3,36,-
DAMI105,Milk,Dairy,2.3,344,2024-08-02
BETE100,Tea,Beverages,1.94,115,2024-12-02
DABU115,Butter,Dairy,10.18,63,2024-12-10
HESH163,Shampoo,Health & Beauty,18.11,228,2024-06-22
CLDE175,Detergent,Cleaning,5.9,372,2024-05-31
HESO175,Soap,Health & Beauty,2.47,223,2024-12-13
DAYO119,Yogurt,Dairy,19.94,231,2024-10-26
DACH110,Cheese,Dairy,18.42,126,2024-06-16
GRPA130,Pasta,Groceries,16.17,251,-
HESH164,Shampoo,Health & Beauty,19.76,306,2024-12-11
BEWA86,Water,Beverages,16.6,331,-
BETE101,Tea,Beverages,16.69,119,2024-03-04
CLDE176,Detergent,Cleaning,14.78,54,2024-04-17
GRBR119,Bread,Groceries,2.09,113,2024-11-11
CLDE177,Detergent,Cleaning,2.67,360,2024-09-15
HESO176,Soap,Health & Beauty,3.79,88,2024-12-10
CLDE178,Detergent,Cleaning,5.82,216,2024-12-23
DABU116,Butter,Dairy,6.87,173,2024-08-10
DACH111,Cheese,Dairy,16.01,492,-
BEJU97,Juice,Beverages,10.24,91,-
CLDI157,Disinfectant,Cleaning,16.52,473,-
GRRI134,Rice,Groceries,8.63,230,2024-10-02
HESO177,Soap,Health & Beauty,7.84,471,2024-05-02
CLBL178,Bleach,Cleaning,8.96,32,2024-12-04
GRRI135,Rice,Groceries,4.34,93,2024-05-14
GRRI136,Rice,Groceries,8.15,53,-
HESH165,Shampoo,Health & Beauty,18.25,271,2024-09-05
DAEG89,Eggs,Dairy,15.04,198,-
CLDE179,Detergent,Cleaning,4.93,42,-
BESO96,Soda,Beverages,1.93,174,2024-12-30
GRBR120,Bread,Groceries,10.24,74,2024-07-06
GRBR121,Bread,Groceries,17.64,104,2024-09-08
GRBE116,Beans,Groceries,12.2,239,2024-10-10
CLDE180,Detergent,Cleaning,12.82,479,2024-11-18
BESO97,Soda,Beverages,1.14,388,2024-08-17
BESO98,Soda,Beverages,7.13,88,2024-07-02
CLDE181,Detergent,Cleaning,4.93,109,2024-11-19
DAMI106,Milk,Dairy,19.1,336,-
HESO178,Soap,Health & Beauty,1.48,88,2024-08-02
BETE102,Tea,Beverages,1.29,161,2024-03-08
HETO175,Toothpaste,Health & Beauty,8.4,324,2024-05-01
BEWA87,Water,Beverages,16.82,207,2024-09-26
DAEG90,Eggs,Dairy,4.1,15,-
BETE103,Tea,Beverages,9.39,380,2024-03-25
DACH112,Cheese,Dairy,2.9,379,2024-05-29
CLBL179,Bleach,Cleaning,19.75,383,-
CLDI158,Disinfectant,Cleaning,1.96,176,-
BECO86,Coffee,Beverages,5.67,472,2024-07-19
HETO176,Toothpaste,Health & Beauty,18.43,244,-
DACH113,Cheese,Dairy,9.98,132,2024-09-09
CLDI159,Disinfectant,Cleaning,5.4,456,2024-09-23
DACH114,Cheese,Dairy,14.75,55,2024-09-30
HETO177,Toothpaste,Health & Beauty,6.97,402,2024-08-30
GRPA131,Pasta,Groceries,19.71,436,-
DAEG91,Eggs,Dairy,9.44,277,2024-08-23
HETO178,Toothpaste,Health & Beauty,10.92,95,2024-12-27
BEWA88,Water,Beverages,1.89,42,2024-07-15
GRPA132,Pasta,Groceries,15.73,410,2024-11-01
GRRI137,Rice,Groceries,17.22,111,2024-08-05
HETO179,Toothpaste,Health & Beauty,17.84,294,2024-11-24
BETE104,Tea,Beverages,6.23,80,2024-03-30
HESO179,Soap,Health & Beauty,13.12,233,2024-04-05
DAMI107,Milk,Dairy,4.44,287,2024-04-22
HETO180,Toothpaste,Health & Beauty,17.83,425,2024-03-13
CLBL180,Bleach,Cleaning,11.48,331,2024-07-13
GRRI138,Rice,Groceries,2.59,490,-
DAYO120,Yogurt,Dairy,2.16,283,2024-11-23
HESO180,Soap,Health & Beauty,16.19,201,2024-09-05
GRRI139,Rice,Groceries,7.02,260,2024-07-21
CLDI160,Disinfectant,Cleaning,15.19,401,-
DACH115,Cheese,Dairy,16.41,496,2024-10-17
HETO181,Toothpaste,Health & Beauty,1.54,39,-
HETO182,Toothpaste,Health & Beauty,4.46,330,2024-07-23
HESO181,Soap,Health & Beauty,2.09,28,2024-10-20
CLBL181,Bleach,Cleaning,14.87,220,2024-11-29
CLDE182,Detergent,Cleaning,5.77,209,2024-07-23
DABU117,Butter,Dairy,19.22,251,2024-04-02
GRPA133,Pasta,Groceries,10.47,44,-
GRPA134,Pasta,Groceries,5.8,207,2024-05-31
HETO183,Toothpaste,Health & Beauty,6.3,485,2024-09-07
BETE105,Tea,Beverages,8.14,458,2024-10-11
GRPA135,Pasta,Groceries,11.07,346,2024-03-08
DAEG92,Eggs,Dairy,19.67,140,-
CLBL182,Bleach,Cleaning,3.39,84,2024-04-21
HESH166,Shampoo,Health & Beauty,3.67,315,2024-07-06
DAMI108,Milk,Dairy,8.56,271,2024-07-22
HESO182,Soap,Health & Beauty,1.9,92,-
GRBE117,Beans,Groceries,1.66,397,2024-04-04
HESH167,Shampoo,Health & Beauty,7.25,441,2024-03-16
CLBL183,Bleach,Cleaning,10.08,362,-
BECO87,Coffee,Beverages,19.98,12,2024-05-18
BETE106,Tea,Beverages,2.88,491,2024-07-08
BEWA89,Water,Beverages,2.04,131,2024-08-19
DABU118,Butter,Dairy,1.66,184,2024-12-27
GRBR122,Bread,Groceries,15.33,302,2024-03-07
BETE107,Tea,Beverages,1.45,405,2024-04-03
DABU119,Butter,Dairy,12.5,486,2024-09-13
GRBR123,Bread,Groceries,7.32,42,2024-09-29
BEJU98,Juice,Beverages,11.05,361,2024-10-01
CLBL184,Bleach,Cleaning,8.23,354,2024-04-07
HESO183,Soap,Health & Beauty,15.11,456,2024-06-08
CLDE183,Detergent,Cleaning,6.07,360,2024-06-07
CLBL185,Bleach,Cleaning,7.76,266,2024-05-26
DAEG93,Eggs,Dairy,3.4,499,-
DAEG94,Eggs,Dairy,1.86,259,2024-09-21
DABU120,Butter,Dairy,11.47,79,2024-04-10
HETO184,Toothpaste,Health & Beauty,7.35,462,2024-09-24
HETO185,Toothpaste,Health & Beauty,19.34,99,2024-08-04
CLBL186,Bleach,Cleaning,17.05,97,2024-09-14
HETO186,Toothpaste,Health & Beauty,19.61,149,-
HESH168,Shampoo,Health & Beauty,19.66,55,2024-07-21
CLBL187,Bleach,Cleaning,7.12,41,2024-10-10
CLDI161,Disinfectant,Cleaning,15.3,148,2024-05-30
HETO187,Toothpaste,Health & Beauty,16.72,166,2024-04-28
GRRI140,Rice,Groceries,16.04,84,-
DAMI109,Milk,Dairy,11.62,173,-
GRBE118,Beans,Groceries,3.13,80,2024-10-17
HESH169,Shampoo,Health & Beauty,3.44,46,2024-03-27
CLDI162,Disinfectant,Cleaning,3.15,11,2024-11-30
GRPA136,Pasta,Groceries,18.29,101,2024-05-03
BETE108,Tea,Beverages,16.59,52,2024-10-12
CLBL188,Bleach,Cleaning,16.9,123,2024-11-25
GRPA137,Pasta,Groceries,15.81,44,-
CLDI163,Disinfectant,Cleaning,10.21,370,2024-10-01
CLDI164,Disinfectant,Cleaning,11.47,240,2024-05-26
CLDE184,Detergent,Cleaning,1.11,395,-
DAYO121,Yogurt,Dairy,19.33,66,2024-03-20
GRBE119,Beans,Groceries,4.58,492,2024-08-04
CLBL189,Bleach,Cleaning,2.93,440,2024-10-25
DACH116,Cheese,Dairy,12.11,256,2024-08-01
HESO184,Soap,Health & Beauty,4.56,105,-
HESO185,Soap,Health & Beauty,12.43,325,2024-09-16
CLDE185,Detergent,Cleaning,6.2,405,-
DAEG95,Eggs,Dairy,18.18,366,2024-04-08
HETO188,Toothpaste,Health & Beauty,19.95,165,2024-03-19
CLDI165,Disinfectant,Cleaning,10.46,409,2024-06-14
CLDE186,Detergent,Cleaning,12.78,398,-
DAEG96,Eggs,Dairy,10.41,89,2024-12-26
DAMI110,Milk,Dairy,17.5,488,2024-09-06
CLDE187,Detergent,Cleaning,10.42,272,2024-04-20
DABU121,Butter,Dairy,9.26,24,-
GRPA138,Pasta,Groceries,4.49,218,2024-07-11
BESO99,Soda,Beverages,6.88,241,2024-03-08
DAMI111,Milk,Dairy,1.5,457,2024-11-11
DAMI112,Milk,Dairy,11.1,11,2024-04-27
CLDE188,Detergent,Cleaning,6.39,449,-
CLBL190,Bleach,Cleaning,13.5,201,2024-12-11
GRBR124,Bread,Groceries,14.53,356,2024-05-10
CLBL191,Bleach,Cleaning,6.05,315,2024-05-30
HETO189,Toothpaste,Health & Beauty,10.46,323,2024-03-09
BESO100,Soda,Beverages,12.23,202,2024-03-07
DABU122,Butter,Dairy,17.12,202,2024-04-18
CLBL192,Bleach,Cleaning,12.08,211,2024-03-22
DAMI113,Milk,Dairy,7.9,449,2024-08-13
BETE109,Tea,Beverages,19.52,379,2024-07-01
HESH170,Shampoo,Health & Beauty,9.65,405,2024-07-01
BESO101,Soda,Beverages,8.5,154,-
BEWA90,Water,Beverages,8.46,343,2024-07-14
HETO190,Toothpaste,Health & Beauty,10.88,382,2024-10-10
HESH171,Shampoo,Health & Beauty,4.33,383,2024-08-07
CLBL193,Bleach,Cleaning,9.82,268,2024-12-18
GRBE120,Beans,Groceries,4.24,19,2024-07-19
GRRI141,Rice,Groceries,1.33,415,2024-11-04
BECO88,Coffee,Beverages,7.32,117,2024-05-05
BESO102,Soda,Beverages,8.55,356,-
DAMI114,Milk,Dairy,10.72,64,2024-09-03
GRBE121,Beans,Groceries,5.96,91,-
CLDI166,Disinfectant,Cleaning,3.31,483,-
HETO191,Toothpaste,Health & Beauty,4.94,316,-
GRBR125,Bread,Groceries,13.81,496,-
DAYO122,Yogurt,Dairy,15.74,99,2024-05-05
HESO186,Soap,Health & Beauty,10.71,11,2024-03-07
HETO192,Toothpaste,Health & Beauty,19.21,153,2024-05-04
GRPA139,Pasta,Groceries,8.25,203,-
GRBE122,Beans,Groceries,7.91,338,2024-09-27
HESO187,Soap,Health & Beauty,2.1,24,2024-12-28
CLDE189,Detergent,Cleaning,3.15,409,2024-05-02
GRBR126,Bread,Groceries,19.02,49,-
DAMI115,Milk,Dairy,3.62,176,2024-06-22
HESO188,Soap,Health & Beauty,18.74,145,-
GRBR127,Bread,Groceries,5.17,265,2024-04-15
HETO193,Toothpaste,Health & Beauty,3.03,104,2024-10-03
HETO194,Toothpaste,Health & Beauty,13.67,52,2024-03-29
GRBE123,Beans,Groceries,8.09,61,2024-11-16
DAMI116,Milk,Dairy,8.58,128,2024-03-19
HETO195,Toothpaste,Health & Beauty,12.38,237,2024-12-26
DAYO123,Yogurt,Dairy,8.75,198,2024-09-16
HESO189,Soap,Health & Beauty,17.12,411,2024-07-15
DACH117,Cheese,Dairy,16.33,150,2024-11-25
BETE110,Tea,Beverages,17.86,395,2024-08-20
HESO190,Soap,Health & Beauty,9.19,160,2024-08-14
DABU123,Butter,Dairy,17.63,370,2024-06-20
BEJU99,Juice,Beverages,17.9,155,2024-07-18
HESO191,Soap,Health & Beauty,14.79,433,2024-10-08
BESO103,Soda,Beverages,6.2,404,2024-04-09
CLDE190,Detergent,Cleaning,10.11,455,2024-10-05
DACH118,Cheese,Dairy,13.46,86,2024-08-13
CLBL194,Bleach,Cleaning,17.9,264,2024-10-28
HETO196,Toothpaste,Health & Beauty,6.7,228,-
BESO104,Soda,Beverages,4.57,398,-
DABU124,Butter,Dairy,12.22,413,2024-11-15
HESO192,Soap,Health & Beauty,4.3,431,2024-09-16
HESH172,Shampoo,Health & Beauty,5.92,68,2024-03-31
HETO197,Toothpaste,Health & Beauty,16.07,493,-
DABU125,Butter,Dairy,19.6,181,2024-11-06
BEWA91,Water,Beverages,13.34,49,2024-11-13
DACH119,Cheese,Dairy,13.69,496,2024-06-19
BETE111,Tea,Beverages,9.39,448,2024-04-13
DACH120,Cheese,Dairy,16.32,301,-
GRRI142,Rice,Groceries,14.87,96,2024-05-01
CLBL195,Bleach,Cleaning,5.09,125,2024-05-16
BETE112,Tea,Beverages,9.77,375,2024-08-14
DABU126,Butter,Dairy,12.32,208,2024-10-24
GRBE124,Beans,Groceries,5.9,99,-
GRPA140,Pasta,Groceries,12.79,313,2024-12-22
HESH173,Shampoo,Health & Beauty,9.08,303,2024-07-11
BEWA92,Water,Beverages,19.95,107,2024-08-03
HESO193,Soap,Health & Beauty,2.41,232,-
HETO198,Toothpaste,Health & Beauty,18.76,95,-
GRBR128,Bread,Groceries,8.89,160,2024-10-29
GRBE125,Beans,Groceries,11.02,329,2024-03-18
DABU127,Butter,Dairy,13.09,82,2024-07-05
DAEG97,Eggs,Dairy,16.71,16,2024-04-18
GRPA141,Pasta,Groceries,10.64,466,2024-10-14
CLBL196,Bleach,Cleaning,17.75,73,2024-09-22
BEJU100,Juice,Beverages,12.41,339,2024-09-12
DAEG98,Eggs,Dairy,9.05,395,2024-08-30
DAEG99,Eggs,Dairy,5.9,375,2024-04-07
CLDI167,Disinfectant,Cleaning,18.64,357,2024-05-31
CLDI168,Disinfectant,Cleaning,16.66,156,2024-12-23
HETO199,Toothpaste,Health & Beauty,12.23,69,2024-10-21
GRBR129,Bread,Groceries,19.4,464,-
BESO105,Soda,Beverages,16.64,47,2024-05-09
BEJU101,Juice,Beverages,17.11,319,2024-11-09
DAEG100,Eggs,Dairy,7.79,344,2024-12-25
DAMI117,Milk,Dairy,3.29,85,-
DACH121,Cheese,Dairy,4.43,252,2024-07-17
DAMI118,Milk,Dairy,19.14,222,2024-09-28
DABU128,Butter,Dairy,16.32,281,-
BEWA93,Water,Beverages,19.21,499,2024-12-02
CLBL197,Bleach,Cleaning,11.74,289,2024-10-08
HESH174,Shampoo,Health & Beauty,16.36,73,2024-08-21
HETO200,Toothpaste,Health & Beauty,12.16,498,2024-03-08
HESH175,Shampoo,Health & Beauty,7.86,414,2024-12-29
HETO201,Toothpaste,Health & Beauty,3.21,121,2024-09-30
HESH176,Shampoo,Health & Beauty,10.46,129,2024-12-20
CLDE191,Detergent,Cleaning,18.67,145,2024-05-12
GRPA142,Pasta,Groceries,19.96,184,2024-10-12
HETO202,Toothpaste,Health & Beauty,16.09,305,2024-10-20
HESO194,Soap,Health & Beauty,2.57,443,2024-12-31
DAMI119,Milk,Dairy,12.22,500,2024-09-21
CLDI169,Disinfectant,Cleaning,13.09,241,2024-11-24
GRPA143,Pasta,Groceries,9.63,201,2024-10-19
DACH122,Cheese,Dairy,12.91,307,2024-07-17
HESH177,Shampoo,Health & Beauty,16.84,430,2024-12-20
BEWA94,Water,Beverages,7.38,264,-
BECO89,Coffee,Beverages,1.89,233,2024-04-04
GRRI143,Rice,Groceries,18.56,57,-
GRPA144,Pasta,Groceries,4.25,163,2024-09-23
CLDE192,Detergent,Cleaning,4.23,119,2024-04-16
GRBE126,Beans,Groceries,3.03,386,2024-03-23
DAYO124,Yogurt,Dairy,1.22,112,2024-06-09
BEWA95,Water,Beverages,7.88,372,2024-05-28
HETO203,Toothpaste,Health & Beauty,10.84,36,-
GRRI144,Rice,Groceries,6.17,111,2024-04-27
DAYO125,Yogurt,Dairy,16.66,350,-
BETE113,Tea,Beverages,15.36,336,2024-11-04
CLBL198,Bleach,Cleaning,10.12,127,-
HESH178,Shampoo,Health & Beauty,1.52,473,2024-05-01
HESO195,Soap,Health & Beauty,8.15,331,-
CLDI170,Disinfectant,Cleaning,7.47,446,2024-12-15
DAYO126,Yogurt,Dairy,8.55,79,2024-03-29
CLDI171,Disinfectant,Cleaning,15.63,457,2024-05-29
BETE114,Tea,Beverages,1.58,476,-
CLDE193,Detergent,Cleaning,4.6,332,2024-10-17
DAMI120,Milk,Dairy,8.41,306,2024-07-23
BEJU102,Juice,Beverages,5.81,370,-
CLDI172,Disinfectant,Cleaning,2.39,229,2024-04-02
HESO196,Soap,Health & Beauty,11.16,119,2024-04-14
GRBR130,Bread,Groceries,2.04,279,2024-08-10
DABU129,Butter,Dairy,15.15,205,2024-08-07
CLDE194,Detergent,Cleaning,2.47,61,2024-11-08
GRBR131,Bread,Groceries,13.04,154,2024-03-21
DACH123,Cheese,Dairy,3.45,176,2024-08-01
BEWA96,Water,Beverages,13.17,85,-
HETO204,Toothpaste,Health & Beauty,12.28,365,2024-09-06
DACH124,Cheese,Dairy,3.01,435,2024-06-06
GRRI145,Rice,Groceries,19.73,491,2024-06-14
HESH179,Shampoo,Health & Beauty,16.76,62,2024-09-29
BESO106,Soda,Beverages,1.41,358,2024-12-11
DAYO127,Yogurt,Dairy,1.44,29,2024-09-19
CLDE195,Detergent,Cleaning,4.07,358,-
GRBE127,Beans,Groceries,10.98,126,2024-11-14
GRBE128,Beans,Groceries,8.93,84,-
DAYO128,Yogurt,Dairy,10.09,187,2024-08-16
BETE115,Tea,Beverages,19.72,98,2024-07-20
HESH180,Shampoo,Health & Beauty,17.83,338,2024-04-27
BEWA97,Water,Beverages,4.25,364,2024-05-15
CLDE196,Detergent,Cleaning,1.65,294,2024-11-24
DAMI121,Milk,Dairy,2.44,196,2024-10-20
BECO90,Coffee,Beverages,18.0,62,2024-10-31
BETE116,Tea,Beverages,9.01,114,-
DABU130,Butter,Dairy,17.83,223,2024-05-04
HETO205,Toothpaste,Health & Beauty,2.2,291,2024-11-25
CLDI173,Disinfectant,Cleaning,7.96,489,2024-12-17
BESO107,Soda,Beverages,9.66,294,2024-07-12
BECO91,Coffee,Beverages,6.88,447,2024-04-14
BEJU103,Juice,Beverages,1.05,321,2024-05-24
CLDI174,Disinfectant,Cleaning,13.42,291,2024-04-26
DAMI122,Milk,Dairy,3.81,385,-
CLDE197,Detergent,Cleaning,8.68,181,2024-12-19
GRBR132,Bread,Groceries,6.47,215,2024-06-23
GRRI146,Rice,Groceries,5.52,23,2024-07-02
HESO197,Soap,Health & Beauty,4.34,165,-
HESO198,Soap,Health & Beauty,3.63,407,-
BESO108,Soda,Beverages,17.61,337,2024-09-25
HETO206,Toothpaste,Health & Beauty,1.45,64,-
HETO207,Toothpaste,Health & Beauty,11.71,198,2024-05-14
GRBR133,Bread,Groceries,1.64,264,2024-12-02
BECO92,Coffee,Beverages,1.09,269,-
CLBL199,Bleach,Cleaning,1.04,354,2024-12-05
CLDE198,Detergent,Cleaning,19.31,491,2024-05-06
HESO199,Soap,Health & Beauty,11.93,38,2024-06-19
BETE117,Tea,Beverages,9.43,496,2024-06-18
GRBE129,Beans,Groceries,1.32,111,2024-06-16
GRRI147,Rice,Groceries,18.37,96,2024-09-02
GRBE130,Beans,Groceries,4.93,96,2024-05-29
GRBR134,Bread,Groceries,9.21,469,-
CLBL200,Bleach,Cleaning,19.03,203,-
BESO109,Soda,Beverages,4.58,386,2024-07-24
BECO93,Coffee,Beverages,10.2,337,-
CLDE199,Detergent,Cleaning,12.01,218,-
DAYO129,Yogurt,Dairy,11.28,105,-
DAMI123,Milk,Dairy,3.87,296,2024-04-19
HESO200,Soap,Health & Beauty,9.43,130,2024-07-08
GRPA145,Pasta,Groceries,18.77,159,2024-03-20
GRBR135,Bread,Groceries,15.5,458,2024-06-05
CLDI175,Disinfectant,Cleaning,7.99,126,2024-05-17
HESH181,Shampoo,Health & Beauty,9.38,30,2024-12-27
GRRI148,Rice,Groceries,15.75,118,-
HETO208,Toothpaste,Health & Beauty,13.85,145,-
GRPA146,Pasta,Groceries,10.89,494,2024-05-20
HESH182,Shampoo,Health & Beauty,16.16,428,2024-07-12
GRBR136,Bread,Groceries,6.99,322,2024-10-10
BEJU104,Juice,Beverages,10.09,68,2024-06-12
BESO110,Soda,Beverages,8.41,427,-
BEWA98,Water,Beverages,15.72,79,2024-11-26
HESO201,Soap,Health & Beauty,4.99,21,2024-06-28
DAEG101,Eggs,Dairy,19.37,198,-
CLDE200,Detergent,Cleaning,4.5,199,2024-03-14
DACH125,Cheese,Dairy,6.34,129,2024-04-15
HESH183,Shampoo,Health & Beauty,1.22,379,2024-08-30
HETO209,Toothpaste,Health & Beauty,17.97,93,-
BEWA99,Water,Beverages,5.95,59,2024-09-01
BEWA100,Water,Beverages,9.44,395,2024-08-13
CLDI176,Disinfectant,Cleaning,5.09,116,2024-12-23
GRBR137,Bread,Groceries,18.49,186,2024-04-04
BESO111,Soda,Beverages,8.4,243,-
HESO202,Soap,Health & Beauty,19.89,161,2024-08-03
DAEG102,Eggs,Dairy,8.08,371,2024-06-14
HETO210,Toothpaste,Health & Beauty,3.87,155,2024-11-10
DACH126,Cheese,Dairy,5.97,86,2024-09-20
CLDI177,Disinfectant,Cleaning,15.49,104,2024-10-11
HETO211,Toothpaste,Health & Beauty,13.86,486,2024-06-08
DABU131,Butter,Dairy,13.14,183,2024-10-04
BEJU105,Juice,Beverages,15.19,332,2024-05-09
HESH184,Shampoo,Health & Beauty,16.67,37,2024-07-04
BEJU106,Juice,Beverages,5.35,209,2024-07-20
DAEG103,Eggs,Dairy,7.24,198,2024-07-15
CLBL201,Bleach,Cleaning,19.96,81,2024-09-18
